JK,Symbol,Name,Market type,Industry,Turnover,Market cap.,Amplitude,P/E,Turnover Ratio
,7985,NEPON,JPX,Metal Products,3.39M,1.681B,4.17%,5.896,0.37%
,7989,Tachikawa,JPX,Metal Products,24.7M,25.423B,1.01%,9.616,0.23%
,8155,Mimasu Semiconductor Industry,JPX,Metal Products,1.13B,118.858B,0.27%,15.601,1.93%
,1514,Sumiseki Holdings,JPX,Mining,1.09B,72.272B,3.03%,23.681,4.10%
,1515,Nittetsu Mining,JPX,Mining,100M,84.677B,0.98%,12.825,0.19%
,1518,Mitsui Matsushima Holdings,JPX,Mining,529M,60.796B,2.66%,4.218,1.58%
,1605,Inpex,JPX,Mining,12.4B,2.917T,1.50%,8.118,0.60%
,1662,Japan Petroleum Exploration,JPX,Mining,1.12B,335.873B,1.24%,6.466,0.60%
,1663,K&O Energy Group,JPX,Mining,1.05B,100.578B,3.64%,15.627,2.79%
,1491,Chugai Mining,JPX,Nonferrous Metals,3.75M,8.646B,3.45%,21.739,0.07%
,5702,Daiki Aluminium Industry,JPX,Nonferrous Metals,122M,52.422B,1.00%,16.401,0.32%
,5703,Nippon Light Metal Holdings,JPX,Nonferrous Metals,355M,111.309B,1.27%,12.316,0.33%
,5704,JMC,JPX,Nonferrous Metals,9.79M,3.459B,1.78%,9.465,0.44%
,5706,Mitsui Mining and Smelting,JPX,Nonferrous Metals,2.45B,293.712B,2.96%,11.3,0.92%
,5707,Toho Zinc,JPX,Nonferrous Metals,70.6M,11.609B,1.65%,-0.25,0.66%
,5711,Mitsubishi Materials,JPX,Nonferrous Metals,1.6B,389.605B,1.12%,13.077,0.44%
,5713,Sumitomo Metal Mining,JPX,Nonferrous Metals,4.95B,1.368T,1.29%,23.34,0.41%
,5714,DOWA Holdings,JPX,Nonferrous Metals,806M,345.07B,1.34%,12.387,0.25%
,5715,Furukawa,JPX,Nonferrous Metals,83.6M,69.396B,0.75%,4.347,0.18%
,5721,S Science,JPX,Nonferrous Metals,16.4M,3.115B,9.09%,-29.333,0.77%
,5724,Asaka Riken,JPX,Nonferrous Metals,1.3M,5.02B,0.50%,16.338,0.05%
,5726,OSAKA Titanium technologies,JPX,Nonferrous Metals,2.02B,102.852B,2.65%,10.615,2.55%
,5727,Toho Titanium,JPX,Nonferrous Metals,1.39B,104.267B,3.85%,21.058,3.09%
,5729,Nihon Seiko,JPX,Nonferrous Metals,4.27M,7.39B,1.64%,15.32,0.20%
,5741,UACJ,JPX,Nonferrous Metals,565M,185.886B,2.16%,13.414,0.52%
,5742,NIC Autotec,JPX,Nonferrous Metals,1.13M,4.097B,0.67%,-30.594,0.13%
,5753,Nippon Shindo,JPX,Nonferrous Metals,3.82M,4.285B,0.55%,7.716,0.44%
,5757,CK San-Etsu,JPX,Nonferrous Metals,22.4M,32.329B,2.20%,6.013,0.16%
,5759,Nippon Denkai,JPX,Nonferrous Metals,39.3M,9.385B,2.67%,-4.109,0.58%
,5801,Furukawa Electric,JPX,Nonferrous Metals,2.67B,285.78B,1.80%,43.896,0.99%
,5802,Sumitomo Electric Industries,JPX,Nonferrous Metals,8.05B,1.943T,2.60%,12.975,0.43%
,5803,Fujikura,JPX,Nonferrous Metals,5.89B,870.979B,1.98%,17.074,0.74%
,5805,SWCC,JPX,Nonferrous Metals,1.3B,147.186B,2.62%,16.778,0.96%
,5809,Tatsuta Electric Wire and Cable,JPX,Nonferrous Metals,528M,44.605B,0.55%,25.262,2.20%
,5816,Onamba,JPX,Nonferrous Metals,147M,14.929B,1.36%,7.523,1.56%
,5817,JMACS Japan,JPX,Nonferrous Metals,29.7M,2.637B,3.17%,38.31,2.17%
,5819,Canare Electric,JPX,Nonferrous Metals,23.3M,10.737B,3.00%,9.009,0.44%
,5820,Mitsuboshi,JPX,Nonferrous Metals,33.2M,5.860B,3.28%,-85.756,1.39%
,5821,Hirakawa Hewtech,JPX,Nonferrous Metals,34.6M,21.085B,1.45%,7.134,0.20%
,5851,Ryobi,JPX,Nonferrous Metals,290M,74.156B,1.64%,7.331,0.42%
,5852,Ahresty,JPX,Nonferrous Metals,140M,17.99B,1.66%,-220.859,1.05%
,5857,Are Holdings,JPX,Nonferrous Metals,332M,160.242B,0.72%,7.317,0.23%
,3315,Nippon Coke & Engineering,JPX,Oil & Coal Products,257M,35.796B,1.61%,18.865,1.39%
,5010,Nippon Seiro,JPX,Oil & Coal Products,43.4M,4.345B,3.18%,-3.556,1.48%
,5011,Nichireki,JPX,Oil & Coal Products,99M,74.509B,1.87%,12.322,0.22%
,5013,Yushiro Chemical Industry,JPX,Oil & Coal Products,45.7M,25.314B,1.57%,8.409,0.26%
,5015,BP Castrol KK,JPX,Oil & Coal Products,25.8M,22.039B,1.12%,28.202,0.42%
,5017,Fuji Oil,JPX,Oil & Coal Products,395M,39.43B,2.73%,2.541,2.17%
,5018,Moresco,JPX,Oil & Coal Products,10.2M,12.276B,0.67%,9.64,0.13%
,5019,Idemitsu Kosan,JPX,Oil & Coal Products,5.52B,1.407T,2.46%,6.388,0.50%
,5020,ENEOS Holdings,JPX,Oil & Coal Products,14.1B,2.426T,2.23%,8.593,0.62%
,5021,Cosmo Energy Holdings,JPX,Oil & Coal Products,2.92B,695.930B,2.51%,8.479,0.59%
,196A,MFS,JPX,Other Financing Business,582M,3.493B,6.86%,-23.333,66.19%
,2388,Wedge Holdings,JPX,Other Financing Business,20.9M,3.609B,3.41%,-6.209,0.81%
,4346,Nexyz Group,JPX,Other Financing Business,24.5M,8.495B,3.73%,11.345,0.90%
,4351,Yamada Servicer Synthetic Office,JPX,Other Financing Business,15.3M,4.08B,1.72%,33.9,1.23%
,5843,Nippon Insure,JPX,Other Financing Business,8.73M,2.526B,1.57%,9.183,0.75%
,5845,Zenhoren,JPX,Other Financing Business,110M,15.762B,3.36%,20571.429,1.81%
,7164,ZENKOKU HOSHO,JPX,Other Financing Business,761M,405.584B,0.72%,14.14,0.19%
,7183,Anshin Guarantor Service,JPX,Other Financing Business,3.36M,3.856B,0.90%,10.364,0.25%
,7187,J Lease,JPX,Other Financing Business,175M,23.929B,3.27%,14.504,1.18%
,7191,Entrust,JPX,Other Financing Business,51.4M,18.894B,1.92%,15.414,0.77%
,7192,Mortgage Service Japan,JPX,Other Financing Business,9.32M,6.263B,0.94%,6.267,0.25%
,7196,Casa,JPX,Other Financing Business,87.9M,9.18B,0.88%,15.655,1.60%
,7198,SBI Aruhi,JPX,Other Financing Business,117M,40.467B,0.99%,23.222,0.83%
,7199,Premium Group,JPX,Other Financing Business,250M,82.251B,1.28%,18.261,0.35%
,7320,Japan Living Warranty,JPX,Other Financing Business,30M,15.199B,2.57%,20.203,0.54%
,7345,Ai Partners Financial,JPX,Other Financing Business,11.9M,1.347B,2.55%,-10.375,2.47%
,7383,Net Protections Holdings,JPX,Other Financing Business,206M,19.457B,5.76%,-43.573,2.28%
,7386,Japan Warranty Support,JPX,Other Financing Business,11.6M,9.177B,2.42%,21.845,0.78%
,8253,Credit Saison,JPX,Other Financing Business,2.33B,534.09B,2.00%,7.195,0.49%
,8424,Fuyo General Lease,JPX,Other Financing Business,485M,365.3B,1.08%,7.754,0.20%
,8425,Mizuho Leasing,JPX,Other Financing Business,416M,313.89B,1.35%,7.707,0.31%
,8439,Tokyo Century,JPX,Other Financing Business,559M,731.054B,1.28%,10.174,0.24%
,8508,J Trust,JPX,Other Financing Business,91.1M,56.055B,0.73%,3.406,0.30%
,8511,Japan Securities Finance,JPX,Other Financing Business,394M,134.166B,1.26%,16.833,0.36%
,8515,Aiful,JPX,Other Financing Business,497M,186.16B,1.03%,8.537,0.44%
,8566,Ricoh Leasing,JPX,Other Financing Business,154M,162.754B,0.95%,14.431,0.21%
,8570,AEON Financial Service,JPX,Other Financing Business,583M,286.244B,0.57%,13.698,0.42%
,8572,Acom,JPX,Other Financing Business,352M,640.588B,1.22%,12.066,0.28%
,8584,Jaccs,JPX,Other Financing Business,1.47B,161.608B,1.38%,6.816,1.29%
,8585,Orient,JPX,Other Financing Business,429M,175.465B,0.87%,13.958,0.79%
,8591,ORIX,JPX,Other Financing Business,13.2B,4.032T,1.34%,11.736,0.33%
,8593,Mitsubishi HC Capital,JPX,Other Financing Business,3.62B,1.51T,1.67%,12.236,0.43%
,8596,Kyushu Leasing Service,JPX,Other Financing Business,32.1M,24.455B,1.19%,4.203,0.37%
,8697,Japan Exchange Group,JPX,Other Financing Business,6.29B,1.913T,3.05%,31.457,0.34%
,8771,eGuarantee,JPX,Other Financing Business,293M,69.148B,3.10%,21.526,0.63%
,8772,ASAX,JPX,Other Financing Business,9.29M,27.172B,2.49%,9.706,0.20%
,8783,GFA,JPX,Other Financing Business,60.4M,3.502B,7.77%,-0.691,2.54%
,8789,FinTech Global,JPX,Other Financing Business,21.7M,17.049B,2.30%,10.831,0.16%
,8793,NEC Capital Solutions,JPX,Other Financing Business,111M,89.368B,2.08%,13.92,0.34%
,168A,Itamiarts,JPX,Other Products,31.5M,2.205B,4.05%,10.281,4.31%
,5962,Asaka Industrial,JPX,Other Products,463K,1.483B,0.00%,7.597,0.06%
,7791,Dreambed,JPX,Other Products,528K,3.074B,0.27%,7.007,0.03%
,7792,Colan Totte,JPX,Other Products,11.1M,8.829B,0.81%,13.861,0.48%
,7793,Image Magic,JPX,Other Products,1M,2.315B,0.90%,11.399,0.19%
,7794,EDP,JPX,Other Products,134M,15.920B,3.01%,17.512,1.24%
,7795,Kyoritsu,JPX,Other Products,47M,7.503B,3.53%,16.602,1.29%
,7800,Amifa,JPX,Other Products,2.16M,1.917B,0.63%,13.542,0.20%
,7803,Bushiroad,JPX,Other Products,94.7M,26.955B,3.71%,13.533,0.88%
,7804,B&P,JPX,Other Products,3.23M,3.884B,0.06%,13.074,0.39%
,7805,Printnet,JPX,Other Products,8.64M,3.005B,5.22%,7.212,1.26%
,7806,MTG,JPX,Other Products,47.8M,60.926B,1.86%,30.82,0.26%
,7807,Kowa,JPX,Other Products,7.28M,5.482B,3.14%,8.377,0.49%
,7808,C.S.Lumber,JPX,Other Products,3.01M,6.206B,1.04%,2.777,0.13%
,7809,Kotobukiya,JPX,Other Products,20.7M,15.314B,1.54%,8.816,0.30%
,7810,Crossfor,JPX,Other Products,6.23M,3.949B,1.71%,-14.481,0.35%
,7811,Nakamoto Packs,JPX,Other Products,12.4M,14.699B,0.42%,12.827,0.13%
,7812,Crestec,JPX,Other Products,29.4M,5.748B,4.18%,6.747,1.29%
,7813,Platz,JPX,Other Products,16.7M,2.785B,2.14%,12.49,1.12%
,7814,Japan Creative Platform Group,JPX,Other Products,4.84M,27.603B,1.05%,11.19,0.04%
,7815,Tokyo Board Industries,JPX,Other Products,66.2M,1.889B,11.39%,-3.721,15.05%
,7816,Snow Peak,JPX,Other Products,177M,47.334B,0.32%,25000,13.24%
,7817,Paramount Bed Holdings,JPX,Other Products,503M,154.978B,2.66%,14.78,0.52%
,7818,TRANSACTION,JPX,Other Products,72.4M,56.975B,1.81%,17.233,0.27%
,7819,Shobido,JPX,Other Products,8.11M,7.331B,1.25%,15.421,0.34%
,7820,Nihon Flush,JPX,Other Products,40.1M,21.323B,1.07%,16.72,0.28%
,7821,Maeda Kosen,JPX,Other Products,381M,112.537B,3.63%,21.873,1.14%
,7822,Eidai,JPX,Other Products,11.9M,10.828B,2.42%,-9.808,0.28%
,7823,Artnature,JPX,Other Products,20.3M,27.488B,0.94%,19.032,0.18%
,7826,Furuya Metal,JPX,Other Products,609M,106.193B,2.83%,9.669,2.76%
,7827,Orvis,JPX,Other Products,5.52M,2.585B,1.67%,3.385,0.52%
,7831,Wellco Holdings,JPX,Other Products,833K,3.345B,0.74%,-14.703,0.09%
,7832,BANDAI NAMCO Holdings,JPX,Other Products,5.52B,2.02T,1.16%,20.071,0.31%
,7833,IFIS Japan,JPX,Other Products,4.31M,5.887B,1.30%,13.143,0.15%
,7836,AVIX,JPX,Other Products,6.72M,3.197B,2.17%,-413.636,0.45%
,7837,R.C. Core,JPX,Other Products,1.21M,1.889B,2.13%,0.919,0.11%
,7839,Shoei,JPX,Other Products,362M,107.205B,2.07%,15.494,0.37%
,7840,France Bed Holdings,JPX,Other Products,94.2M,43.794B,1.60%,16.952,0.42%
,7841,Endo Manufacturing,JPX,Other Products,36.8M,11.502B,4.18%,15.076,0.64%
,7846,Pilot,JPX,Other Products,377M,168.057B,1.34%,12.324,0.28%
,7847,Graphite Design,JPX,Other Products,2.93M,4.644B,0.14%,26.489,0.13%
,7850,Sougou Shouken,JPX,Other Products,8.27M,2.858B,2.82%,13.778,1.27%
,7851,Kawase Computer Supplies,JPX,Other Products,2.03M,1.087B,0.85%,-8.12,0.38%
,7856,Hagihara Industries,JPX,Other Products,43.5M,21.628B,0.45%,7.069,0.26%
,7857,SEKI,JPX,Other Products,1.51M,5.748B,0.73%,15.735,0.08%
,7859,Almedio,JPX,Other Products,138M,8.009B,1.82%,42.434,1.99%
,7863,HIRAGA,JPX,Other Products,2.8M,2.694B,0.54%,6.838,0.28%
,7864,FUJI Seal International,JPX,Other Products,205M,135.145B,0.89%,13.266,0.25%
,7865,People,JPX,Other Products,16.4M,4.164B,3.88%,13.309,0.66%
,7867,TOMY,JPX,Other Products,1.37B,283.495B,1.91%,29.41,0.56%
,7868,Kosaido Holdings,JPX,Other Products,368M,89.97B,2.30%,18.945,0.79%
,7872,Estelle Holdings,JPX,Other Products,2.03M,6.82B,0.76%,68.889,0.07%
,7875,Takeda IP Holdings,JPX,Other Products,6.3M,7.468B,0.11%,8.807,0.15%
,7878,Kohsai,JPX,Other Products,2.96M,1.852B,1.09%,20.133,0.49%
,7879,Noda,JPX,Other Products,9.95M,17.018B,1.66%,6.158,0.10%
,7883,Sun Messe,JPX,Other Products,2.09M,5.889B,1.05%,17.958,0.06%
,7885,Takano,JPX,Other Products,7.84M,13.928B,2.15%,16.801,0.14%
,7887,Nankai Plywood,JPX,Other Products,1.26M,6.146B,1.75%,3.859,0.05%
,7893,Pronexus,JPX,Other Products,66.8M,34.463B,2.03%,19.366,0.35%
,7896,Seven Industries,JPX,Other Products,152K,2.259B,0.20%,9.765,0.02%
,7897,Hokushin,JPX,Other Products,8.38M,3.402B,1.65%,10.239,0.56%
,7898,Wood One,JPX,Other Products,5.64M,8.714B,1.06%,23.902,0.10%
,7901,Matsumoto,JPX,Other Products,5.03M,1.795B,1.52%,24.125,0.55%
,7902,Sonocom,JPX,Other Products,1.06M,3.169B,0.34%,19.176,0.08%
,7906,Yonex,JPX,Other Products,467M,172.179B,3.31%,19.424,0.48%
,7911,Toppan Holdings,JPX,Other Products,6B,1.394T,2.20%,18.783,0.56%
,7912,Dai Nippon Printing,JPX,Other Products,2.47B,1.249T,1.28%,11.96,0.24%
,7914,Kyodo Printing,JPX,Other Products,71.8M,29.488B,3.88%,24.506,0.48%
,7915,Nissha,JPX,Other Products,145M,98.042B,1.67%,-33.159,0.20%
,7916,Mitsumura Printing,JPX,Other Products,2.6M,4.984B,0.37%,10.219,0.12%
,7919,Nozaki Insatsu Shigyo,JPX,Other Products,6.36M,3.087B,1.62%,12.483,0.33%
,7921,Takara & Company,JPX,Other Products,143M,41.463B,1.43%,16.164,0.44%
,7922,Sanko Sangyo,JPX,Other Products,2.6M,3.101B,2.48%,16.968,0.18%
,7923,TOIN,JPX,Other Products,742K,3.136B,1.43%,62.866,0.08%
,7932,Nippi,JPX,Other Products,89.7M,21.483B,4.51%,18.363,0.72%
,7936,ASICS,JPX,Other Products,11B,1.781T,3.06%,51.203,2.67%
,7937,Tsutsumi Jewelry,JPX,Other Products,16.8M,34.16B,0.46%,29.557,0.23%
,7938,Regal,JPX,Other Products,7.2M,8.897B,2.16%,18.181,0.13%
,7939,Kensoh,JPX,Other Products,911K,2.01B,0.94%,7.923,0.12%
,7944,Roland,JPX,Other Products,286M,111.216B,1.44%,13.726,0.57%
,7946,Koyosha,JPX,Other Products,3.63M,1.14B,1.08%,18.609,0.65%
,7949,Komatsu Wall Industry,JPX,Other Products,57.5M,30.672B,2.26%,18.77,0.30%
,7951,Yamaha,JPX,Other Products,3.16B,624.245B,2.33%,21.551,0.57%
,7952,Kawai Musical Instruments Manufacturing,JPX,Other Products,42.5M,27.809B,1.53%,7.57,0.25%
,7953,Kikusui Chemical Industries,JPX,Other Products,4.11M,5.062B,0.74%,20.498,0.16%
,7955,Cleanup,JPX,Other Products,33.2M,26.58B,0.96%,18.448,0.25%
,7956,Pigeon,JPX,Other Products,2.88B,177.71B,1.36%,23.945,1.75%
,7957,Fujicopian,JPX,Other Products,469K,2.385B,0.95%,-2.785,0.03%
,7962,King Jim,JPX,Other Products,37.1M,24.582B,0.57%,59.686,0.25%
,7963,Koken,JPX,Other Products,3.13M,8.067B,1.58%,11.502,0.07%
,7966,LINTEC,JPX,Other Products,826M,230.862B,2.55%,44.043,0.65%
,7972,Itoki,JPX,Other Products,757M,85.042B,6.04%,15.564,1.26%
,7974,Nintendo,JPX,Other Products,22.2B,11.166T,1.34%,20.404,0.22%
,7975,Lihit Lab,JPX,Other Products,1.69M,4.072B,1.66%,-43.447,0.10%
,7976,Mitsubishi Pencil,JPX,Other Products,275M,136.617B,0.99%,13.46,0.30%
,7980,Shigematsu Works,JPX,Other Products,2.09M,5.504B,0.65%,7.356,0.07%
,7981,Takara Standard,JPX,Other Products,123M,117.540B,0.64%,12.527,0.14%
,7983,Miroku,JPX,Other Products,1.46M,4.313B,0.14%,8.962,0.05%
,7984,Kokuyo,JPX,Other Products,750M,302.609B,0.95%,16.126,0.38%
,7986,NIHON ISK,JPX,Other Products,2.6M,2.327B,0.96%,6.227,0.38%
,7987,Nakabayashi,JPX,Other Products,24.1M,15.227B,1.08%,-22.811,0.22%
,7990,GLOBERIDE,JPX,Other Products,77.4M,50.255B,1.34%,5.467,0.20%
,7992,Sailor Pen,JPX,Other Products,595K,3.854B,0.77%,-2.552,0.05%
,7994,Okamura,JPX,Other Products,672M,212.286B,2.00%,10.468,0.47%
,7997,Kurogane Kosakusho,JPX,Other Products,322M,1.957B,7.41%,1.611,33.15%
,8022,Mizuno,JPX,Other Products,718M,205.592B,1.60%,14.365,0.66%
,130A,Veritas In Silico,JPX,Pharmaceutical,102M,7.785B,6.57%,199.667,5.27%
,190A,Chordia Therapeutics,JPX,Pharmaceutical,2.87B,12.191B,24.64%,-6.853,241.08%
,197A,Tauns Laboratories,JPX,Pharmaceutical,425M,41.6B,3.50%,13.707,53.42%
,2160,GNI Group,JPX,Pharmaceutical,3.7B,122.205B,8.60%,14.798,3.21%
,4151,Kyowa Kirin,JPX,Pharmaceutical,2.48B,1.443T,2.11%,18.045,0.39%
,4502,Takeda Pharmaceutical,JPX,Pharmaceutical,17.4B,6.524T,0.89%,45.612,0.28%
,4503,Astellas Pharma,JPX,Pharmaceutical,21.8B,2.867T,3.03%,168.849,0.79%
,4506,Sumitomo Pharma,JPX,Pharmaceutical,1.21B,148.984B,3.66%,-0.473,1.87%
,4507,Shionogi,JPX,Pharmaceutical,6.65B,1.774T,1.10%,11.205,0.39%
,4512,Wakamoto Pharmaceutical,JPX,Pharmaceutical,8.03M,9.058B,1.15%,65.578,0.16%
,4516,Nippon Shinyaku,JPX,Pharmaceutical,1.13B,217.28B,1.88%,8.405,0.57%
,4519,Chugai Pharmaceutical,JPX,Pharmaceutical,16.6B,9.542T,1.53%,29.317,0.47%
,4521,Kaken Pharmaceutical,JPX,Pharmaceutical,811M,145.647B,1.83%,18.084,0.73%
,4523,Eisai,JPX,Pharmaceutical,6.41B,1.900T,1.67%,44.833,0.36%
,4524,Morishita Jintan,JPX,Pharmaceutical,3.92M,8.887B,0.41%,18.042,0.09%
,4527,Rohto Pharmaceutical,JPX,Pharmaceutical,1.74B,758.333B,1.62%,24.584,0.28%
,4528,Ono Pharmaceutical,JPX,Pharmaceutical,2.87B,1.041T,1.14%,8.317,0.34%
,4530,Hisamitsu Pharmaceutical,JPX,Pharmaceutical,433M,272.066B,1.89%,20.439,0.22%
,4534,Mochida Pharmaceutical,JPX,Pharmaceutical,113M,109.900B,1.28%,24.448,0.18%
,4536,Santen Pharmaceutical,JPX,Pharmaceutical,1.55B,584.746B,1.33%,22.482,0.29%
,4538,Fuso Pharmaceutical Industries,JPX,Pharmaceutical,51.7M,20.926B,2.94%,15.308,0.33%
,4539,Nippon Chemiphar,JPX,Pharmaceutical,2.88M,5.774B,1.26%,17.009,0.09%
,4540,Tsumura,JPX,Pharmaceutical,1.64B,323.91B,3.10%,19.406,0.60%
,4547,Kissei Pharmaceutical,JPX,Pharmaceutical,190M,143.446B,1.54%,13.158,0.20%
,4548,Seikagaku,JPX,Pharmaceutical,73.9M,48.395B,1.71%,21.907,0.25%
,4549,Eiken Chemical,JPX,Pharmaceutical,233M,76.807B,1.72%,31.224,0.37%
,4551,Torii Pharmaceutical,JPX,Pharmaceutical,154M,103.989B,1.07%,25.239,0.43%
,4552,JCR Pharmaceuticals,JPX,Pharmaceutical,337M,75.756B,2.15%,13.821,0.78%
,4553,TOWA Pharmaceutical,JPX,Pharmaceutical,188M,144.264B,1.38%,8.92,0.28%
,4554,Fuji Pharma,JPX,Pharmaceutical,183M,36.201B,2.98%,10.533,1.06%
,4556,KAINOS Laboratories,JPX,Pharmaceutical,8.3M,5.05B,2.16%,7.868,0.39%
,4558,Chukyo Iyakuhin,JPX,Pharmaceutical,8.75M,2.193B,0.49%,151.471,0.52%
,4559,Zeria Pharmaceutical,JPX,Pharmaceutical,75.3M,93.008B,0.95%,12.03,0.14%
,4563,AnGes,JPX,Pharmaceutical,113M,10.23B,9.09%,-1.196,1.11%
,4564,OncoTherapy Science,JPX,Pharmaceutical,252M,7.659B,6.06%,-5.508,3.56%
,4565,Nxera Pharma,JPX,Pharmaceutical,2.03B,144.186B,3.86%,-18.49,1.85%
,4568,Daiichi Sankyo,JPX,Pharmaceutical,25.7B,10.527T,3.22%,52.629,0.26%
,4569,Kyorin Pharmaceutical,JPX,Pharmaceutical,128M,97.778B,0.88%,18.352,0.21%
,4570,Immuno-Biological Laboratories,JPX,Pharmaceutical,84.1M,5.01B,2.43%,-17.299,2.18%
,4571,Nano Mrna,JPX,Pharmaceutical,74.7M,12.809B,3.98%,-16.396,0.66%
,4572,Carna Biosciences,JPX,Pharmaceutical,61.7M,6.791B,2.86%,-5.771,1.01%
,4574,Taiko Pharmaceutical,JPX,Pharmaceutical,109M,21.063B,4.05%,-5.508,0.86%
,4575,CanBas,JPX,Pharmaceutical,1.51B,10.291B,13.17%,-6.877,15.54%
,4576,D. Western Therapeutics Institute,JPX,Pharmaceutical,217M,3.066B,10.87%,-3.717,9.33%
,4577,Daito Pharmaceutical,JPX,Pharmaceutical,137M,34.639B,2.07%,9.959,0.48%
,4578,Otsuka Holdings,JPX,Pharmaceutical,7.28B,3.621T,1.53%,29.786,0.27%
,4579,RaQualia Pharma,JPX,Pharmaceutical,71.9M,13.935B,2.03%,-42.991,0.67%
,4582,SymBio Pharmaceuticals,JPX,Pharmaceutical,110M,7.696B,4.82%,-3.415,1.55%
,4583,Chiome Bioscience,JPX,Pharmaceutical,77.8M,7.923B,3.62%,-5.727,1.12%
,4584,Kidswell Bio,JPX,Pharmaceutical,126M,5.724B,8.15%,-7.078,3.58%
,4586,Medrx,JPX,Pharmaceutical,1.29B,7.468B,17.54%,-6.898,17.18%
,4587,PeptiDream,JPX,Pharmaceutical,5.07B,321.427B,6.99%,106.074,2.33%
,4588,Oncolys BioPharma,JPX,Pharmaceutical,305M,11.564B,5.69%,-5.086,3.00%
,4591,Ribomic,JPX,Pharmaceutical,29.1M,3.456B,6.45%,-1.807,0.92%
,4592,SanBio,JPX,Pharmaceutical,16.4B,95.944B,26.78%,-34.536,27.74%
,4593,Healios KK,JPX,Pharmaceutical,952M,17.485B,6.67%,-3.451,11.70%
,4594,BrightPath Biotherapeutics,JPX,Pharmaceutical,21.9M,4.115B,5.45%,-2.329,0.58%
,4595,Mizuho Medy,JPX,Pharmaceutical,302M,32.02B,3.28%,8.484,3.83%
,4596,Kubota Pharmaceutical Holdings,JPX,Pharmaceutical,26.6M,4.335B,6.76%,-2.874,0.81%
,4597,Solasia Pharma KK,JPX,Pharmaceutical,187M,5.792B,10.71%,-4.532,3.83%
,4598,Delta-Fly Pharma,JPX,Pharmaceutical,420M,4.872B,11.84%,-2.524,10.59%
,4599,StemRIM,JPX,Pharmaceutical,312M,25.286B,13.19%,152.788,2.97%
,4875,MediciNova,JPX,Pharmaceutical,43.4M,11.330B,6.64%,-9.635,0.44%
,4880,CellSource,JPX,Pharmaceutical,116M,26.44B,2.25%,27.853,0.96%
,4881,FunPep,JPX,Pharmaceutical,90.3M,4.630B,6.55%,-4.492,3.54%
,4882,Perseus Proteomics,JPX,Pharmaceutical,1.25B,5.936B,7.87%,-4.771,24.56%
,4883,Modalis Therapeutics,JPX,Pharmaceutical,25.7M,2.394B,2.86%,-0.906,1.43%
,4884,Kringle Pharma,JPX,Pharmaceutical,4.88B,8.149B,28.31%,-7.825,83.88%
,4885,Muromachi Chemicals,JPX,Pharmaceutical,1.83M,2.819B,1.00%,11.073,0.18%
,4886,ASKA Pharmaceutical Holdings,JPX,Pharmaceutical,400M,71.560B,4.10%,9.478,0.82%
,4887,Sawai Group Holdings,JPX,Pharmaceutical,2.28B,279.419B,2.55%,20.459,0.95%
,4888,Stella Pharma,JPX,Pharmaceutical,112M,12.178B,6.68%,-14.461,1.64%
,4889,Renascience,JPX,Pharmaceutical,7.34M,4.347B,3.22%,-12.945,0.59%
,4890,Tsubota Laboratory,JPX,Pharmaceutical,15M,9.157B,3.32%,-69.515,0.65%
,4891,TMS,JPX,Pharmaceutical,179M,10.237B,8.37%,-9.762,3.79%
,4892,Cyfuse Biomedical KK,JPX,Pharmaceutical,48.8M,6.090B,4.80%,-9.931,1.45%
,4893,Noile-Immune Biotech,JPX,Pharmaceutical,1.18B,9.267B,28.16%,-7.853,55.79%
,4894,Cuorips,JPX,Pharmaceutical,2.41B,61.798B,7.89%,-130.8,6.23%
,4896,K Pharma,JPX,Pharmaceutical,47.7M,8.994B,7.77%,33.593,4.42%
,4543,Terumo,JPX,Precision Instruments,11.9B,3.912T,2.67%,36.862,0.33%
,5187,Create Medic,JPX,Precision Instruments,29.5M,8.377B,2.16%,55.556,0.66%
,6376,Nikkiso,JPX,Precision Instruments,119M,76.243B,0.95%,8.414,0.21%
,7600,Japan Medical Dynamic Marketing,JPX,Precision Instruments,65.9M,17.881B,1.75%,14.055,0.68%
,7701,Shimadzu,JPX,Precision Instruments,2.8B,1.183T,1.57%,20.745,0.25%
,7702,JMS,JPX,Precision Instruments,18.9M,13.343B,1.10%,47.391,0.20%
,7705,GL Sciences,JPX,Precision Instruments,37.7M,29.753B,1.32%,8.673,0.21%
,7707,Precision System Science,JPX,Precision Instruments,15.5M,5.305B,3.68%,-4.006,0.45%
,7709,Kubotek,JPX,Precision Instruments,1.56M,3.001B,0.92%,-14.651,0.18%
,7711,Sukegawa Electric,JPX,Precision Instruments,68.3M,10.120B,2.39%,25.711,1.20%
,7713,Sigma Koki,JPX,Precision Instruments,4.34M,10.935B,0.39%,7.323,0.06%
,7715,Nagano Keiki,JPX,Precision Instruments,170M,56.985B,2.32%,10.52,0.49%
,7716,Nakanishi,JPX,Precision Instruments,569M,214.512B,1.46%,9.503,0.40%
,7717,V Technology,JPX,Precision Instruments,139M,30.077B,2.72%,38.748,0.55%
,7719,TOKYO KOKI,JPX,Precision Instruments,31.6M,1.555B,5.26%,17.098,4.52%
,7721,TOKYO KEIKI,JPX,Precision Instruments,477M,57.65B,2.57%,66.027,1.14%
,7722,KOKUSAI,JPX,Precision Instruments,5.72M,6.874B,2.03%,-26.638,0.18%
